id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a50d0a8,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4b1776,0.97157896,0.00000000,0.02842107,0.00000000,0.00000000
7a48624c,0.81787354,0.00000000,0.18212645,0.00000000,0.00000000
7a501302,0.42889345,0.00000000,0.02336313,0.00000000,0.54774338
7a50ed9a,0.02717056,0.00000000,0.00107854,0.00000000,0.97175097
7a51e6fa,0.72422463,0.00000000,0.27577531,0.00000000,0.00000000
7a50263a,0.00031811,0.00000000,0.00002012,0.00000000,0.99966180
7a4bd4e0,0.81724542,0.00000000,0.18275461,0.00000000,0.00000000
7a4c7666,0.00027714,0.00000000,0.00002837,0.00000000,0.99969447
7a4f5a98,0.87083781,0.00000000,0.12916227,0.00000000,0.00000000
7a45915c,0.61213034,0.00000000,0.38786966,0.00000000,0.00000000
7a4fa142,0.63971496,0.00000000,0.36028507,0.00000000,0.00000000
7a455746,0.95171380,0.00000000,0.04828626,0.00000000,0.00000000
7a4628ce,0.80976182,0.00000000,0.19023815,0.00000000,0.00000000
7a4c12fc,0.78188014,0.00000000,0.21811812,0.00000000,0.00000177
7a46bca8,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a466d52,0.00064144,0.00000000,0.00001552,0.00000000,0.99934298
7a466cee,0.00036402,0.00000000,0.00003259,0.00000000,0.99960345
7a44e022,0.91958410,0.00000000,0.07899866,0.00000000,0.00141720
7a4ebe30,0.99368435,0.00000000,0.00452929,0.00000000,0.00178633
7a4562a4,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a458504,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4be066,0.88748831,0.00000000,0.11251169,0.00000000,0.00000000
7a47fdca,0.75802535,0.00000000,0.24197464,0.00000000,0.00000000
7a4c33b8,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4d2bce,0.82369322,0.00000000,0.17630678,0.00000000,0.00000000
7a4c06cc,0.90792441,0.00000000,0.09207559,0.00000000,0.00000000
7a46f83a,0.85279262,0.00000000,0.14720713,0.00000000,0.00000036
7a4d559a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49b034,0.86501396,0.00000000,0.13498601,0.00000000,0.00000000
7a51ce86,0.72292155,0.00000000,0.27706799,0.00000000,0.00001054
7a45332e,0.00000034,0.00000000,0.00000001,0.00000000,0.99999964
7a4b87b0,0.77602941,0.00000000,0.22397058,0.00000000,0.00000000
7a45b204,0.00000135,0.00000000,0.00000027,0.00000000,0.99999833
7a46568c,0.86092085,0.00000000,0.13907908,0.00000000,0.00000000
7a463b70,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4bc3a6,0.00027949,0.00000000,0.00000746,0.00000000,0.99971300
7a48f9fa,0.81908536,0.00000000,0.13063650,0.00000000,0.05027809
7a4af3d6,0.00000157,0.00000000,0.00000008,0.00000000,0.99999833
7a49ddfc,0.59021467,0.00000000,0.40830761,0.00000000,0.00147775
7a4faf7a,0.86251545,0.00000000,0.13748451,0.00000000,0.00000000
7a51184c,0.94570708,0.00000000,0.04744892,0.00000000,0.00684401
7a495bc0,0.85671586,0.00000000,0.14328414,0.00000000,0.00000000
7a503e4a,0.83888716,0.00000000,0.16111287,0.00000000,0.00000000
7a4b9cbe,0.78239238,0.00000000,0.21760756,0.00000000,0.00000000
7a4eb57a,0.64608872,0.00000000,0.35391128,0.00000000,0.00000000
7a4c7f08,0.82547253,0.00000000,0.17451729,0.00000000,0.00001017
7a44e96e,0.92238241,0.00000000,0.07761756,0.00000000,0.00000000
7a4684fe,0.58830190,0.00000000,0.32733065,0.00000000,0.08436745
7a4ff836,0.43077773,0.00000000,0.56922233,0.00000000,0.00000000
7a49dd16,0.93847948,0.00000000,0.06151480,0.00000000,0.00000572
7a510ed8,0.73608041,0.00000000,0.26391634,0.00000000,0.00000326
7a509944,0.71470892,0.00000000,0.28529105,0.00000000,0.00000000
7a4ea724,0.00029954,0.00000000,0.00002779,0.00000000,0.99967265
7a4b9c50,0.64057964,0.00000000,0.35942033,0.00000000,0.00000000
7a4be9d0,0.85179013,0.00000000,0.14820990,0.00000000,0.00000000
7a49e798,0.81925255,0.00000000,0.18074746,0.00000000,0.00000001
7a4f2f3c,0.85043746,0.00000000,0.14956240,0.00000000,0.00000011
7a4a6a88,0.34861916,0.00000000,0.65138090,0.00000000,0.00000000
7a49487e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c7fda,0.00224825,0.00000000,0.00013769,0.00000000,0.99761403
7a464570,0.90742809,0.00000000,0.09254203,0.00000000,0.00002987
7a500790,0.60990542,0.00000000,0.39009458,0.00000000,0.00000000
7a4d31e6,0.79717714,0.00000000,0.20282285,0.00000000,0.00000000
7a48c688,0.00323041,0.00000000,0.00033444,0.00000000,0.99643517
7a4b2e6e,0.84214389,0.00000000,0.15779653,0.00000000,0.00005950
7a4e0f9e,0.82752240,0.00000000,0.17247763,0.00000000,0.00000000
7a48f928,0.94157022,0.00000000,0.05668477,0.00000000,0.00174504
7a47533e,0.74809068,0.00000000,0.25190929,0.00000000,0.00000000
7a4cf96a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51bfa4,0.35759464,0.00000000,0.64240527,0.00000000,0.00000000
7a516680,0.58754224,0.00000000,0.02537913,0.00000000,0.38707864
7a4f3752,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a5095a2,0.00023415,0.00000000,0.00000910,0.00000000,0.99975675
7a4fb1f0,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4afa70,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51e4e8,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51ed8a,0.56033534,0.00000000,0.43966463,0.00000000,0.00000000
7a4fb11e,0.82908803,0.00000000,0.17091195,0.00000000,0.00000000
7a468ad0,0.97455239,0.00000000,0.02544764,0.00000000,0.00000000
7a4fa340,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c1996,0.65648454,0.00000000,0.34351552,0.00000000,0.00000000
7a503058,0.81418091,0.00000000,0.18581903,0.00000000,0.00000000
7a4c9312,0.58849567,0.00000000,0.41150436,0.00000000,0.00000000
7a483a92,0.76375359,0.00000000,0.23624629,0.00000000,0.00000014
7a50e638,0.00000698,0.00000000,0.00000058,0.00000000,0.99999249
7a50d526,0.00000006,0.00000000,0.00000000,0.00000000,0.99999988
7a5016a4,0.93623894,0.00000000,0.06376097,0.00000000,0.00000016
7a515f96,0.75277299,0.00000000,0.24722701,0.00000000,0.00000000
7a519772,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4906de,0.90853870,0.00000000,0.09146132,0.00000000,0.00000000
7a4639ae,0.83984071,0.00000000,0.16015927,0.00000000,0.00000002
7a4bd620,0.67580557,0.00000000,0.32419443,0.00000000,0.00000000
7a483880,0.93507195,0.00000000,0.06492808,0.00000000,0.00000000
7a494324,0.94387937,0.00000000,0.05610738,0.00000000,0.00001327
7a4ad90a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a48ae5a,0.62306029,0.00000000,0.04953559,0.00000000,0.32740417
7a507bb2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49cfe2,0.71854502,0.00000000,0.28145498,0.00000000,0.00000000
7a4af64c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a472a94,0.02097184,0.00000000,0.00214507,0.00000000,0.97688305
7a45893c,0.32857153,0.00000000,0.67142850,0.00000000,0.00000000
7a4ae364,0.16516384,0.00000000,0.02383499,0.00000000,0.81100112
7a4e411c,0.59803712,0.00000000,0.40196291,0.00000000,0.00000000
7a498b0e,0.80229789,0.00000000,0.19770209,0.00000000,0.00000000
7a509bba,0.97951746,0.00000000,0.02048133,0.00000000,0.00000116
7a4d33f8,0.76455522,0.00000000,0.23544468,0.00000000,0.00000012
7a4beeb2,0.96997887,0.00000000,0.03002114,0.00000000,0.00000000
7a4e55b2,0.73302054,0.00000000,0.26697943,0.00000000,0.00000000
7a497a24,0.94060808,0.00000000,0.05939199,0.00000000,0.00000000
7a4b0f38,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a482e1c,0.81337208,0.00000000,0.17240044,0.00000000,0.01422749
7a4d0612,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49eb44,0.36623374,0.00000000,0.63376629,0.00000000,0.00000000
7a4d4460,0.00000115,0.00000000,0.00000011,0.00000000,0.99999869
7a499f4a,0.00000001,0.00000000,0.00000000,0.00000000,1.00000000
7a4f4968,0.81635875,0.00000000,0.18364035,0.00000000,0.00000087
7a50de7c,0.73564458,0.00000000,0.26435539,0.00000000,0.00000000
7a51849e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4a999a,0.71752089,0.00000000,0.28247908,0.00000000,0.00000000
7a4fdb4e,0.00000035,0.00000000,0.00000006,0.00000000,0.99999964
7a4783a4,0.93196201,0.00000000,0.06803800,0.00000000,0.00000000
7a457dac,0.62843055,0.00000000,0.37156942,0.00000000,0.00000000
7a502d7e,0.79655224,0.00000000,0.20344777,0.00000000,0.00000000
7a4b5934,0.88350797,0.00000000,0.11649206,0.00000000,0.00000000
7a4d5af4,0.38330945,0.00000000,0.61669064,0.00000000,0.00000000
7a502568,0.87841696,0.00000000,0.12158305,0.00000000,0.00000000
7a4d28ea,0.00002793,0.00000000,0.00000333,0.00000000,0.99996877
7a4e5c38,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a515000,0.89399749,0.00000000,0.10600250,0.00000000,0.00000000
7a46cda6,0.69608903,0.00000000,0.30391091,0.00000000,0.00000000
7a4b970a,0.69998878,0.00000000,0.30001128,0.00000000,0.00000000
7a4c66d0,0.94294631,0.00000000,0.05638002,0.00000000,0.00067363
7a4c37c8,0.83718252,0.00000000,0.16281737,0.00000000,0.00000005
7a4aa93a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4bf6d2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a482426,0.00334852,0.00000000,0.00026508,0.00000000,0.99638641
7a4c02bc,0.88700670,0.00000000,0.11299329,0.00000000,0.00000000
7a4acf32,0.00000164,0.00000000,0.00000090,0.00000000,0.99999750
7a510636,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4df8b0,0.72715735,0.00000000,0.27284268,0.00000000,0.00000000
7a4b3558,0.90042579,0.00000000,0.08993921,0.00000000,0.00963498
7a4ece70,0.92752606,0.00000000,0.07247396,0.00000000,0.00000000
7a51a06e,0.18534049,0.00000000,0.81465948,0.00000000,0.00000000
7a4c0e88,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51b2de,0.96808261,0.00000000,0.03181370,0.00000000,0.00010373
7a464f5c,0.34321186,0.00000000,0.65678811,0.00000000,0.00000000
7a4dfac2,0.80189651,0.00000000,0.19806807,0.00000000,0.00003549
7a4c300c,0.53733349,0.00000000,0.46266648,0.00000000,0.00000000
7a50e980,0.95184284,0.00000000,0.04638679,0.00000000,0.00177031
7a4e9586,0.72807819,0.00000000,0.27192184,0.00000000,0.00000000
7a48fc70,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a500c04,0.58659500,0.00000000,0.41340500,0.00000000,0.00000000
7a489bcc,0.47714114,0.00000000,0.52285892,0.00000000,0.00000000
7a45de50,0.91834694,0.00000000,0.08165295,0.00000000,0.00000006
7a4cb69e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4733cc,0.70204675,0.00000000,0.03580358,0.00000000,0.26214963
7a4b2ab8,0.55993539,0.00000000,0.44006199,0.00000000,0.00000257
7a44ff26,0.86987352,0.00000000,0.13012643,0.00000000,0.00000000
7a4ee6ee,0.00002705,0.00000000,0.00000190,0.00000000,0.99997103
7a450ef8,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ae576,0.88081145,0.00000000,0.11918850,0.00000000,0.00000000
7a517f44,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a513d22,0.69970030,0.00000000,0.30029973,0.00000000,0.00000000
7a4c8ae8,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a482c0a,0.27837718,0.00000000,0.01766471,0.00000000,0.70395815
7a469444,0.85385656,0.00000000,0.14614341,0.00000000,0.00000000
7a485dce,0.65304565,0.00000000,0.34695432,0.00000000,0.00000000
7a4b9908,0.67580807,0.00000000,0.32419193,0.00000000,0.00000000
7a500380,0.00003013,0.00000000,0.00000155,0.00000000,0.99996829
7a4631b6,0.00000011,0.00000000,0.00000000,0.00000000,0.99999988
7a481846,0.83266228,0.00000000,0.16732110,0.00000000,0.00001658
7a4e0b8e,0.94781369,0.00000000,0.04792284,0.00000000,0.00426353
7a4e6110,0.70763832,0.00000000,0.29236162,0.00000000,0.00000000
7a45bfc4,0.55394834,0.00000000,0.44605169,0.00000000,0.00000000
7a513c50,0.66622967,0.00000000,0.33377036,0.00000000,0.00000000
7a4a3fd6,0.88414484,0.00000000,0.11585517,0.00000000,0.00000005
7a4c5104,0.76634961,0.00000000,0.23365033,0.00000000,0.00000000
7a4ea86e,0.69321340,0.00000000,0.30678660,0.00000000,0.00000000
7a4ddb32,0.58777857,0.00000000,0.41222137,0.00000000,0.00000000
7a511716,0.93337584,0.00000000,0.06662420,0.00000000,0.00000000
7a4fa7be,0.89116079,0.00000000,0.10883918,0.00000000,0.00000002
7a50e566,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49d24e,0.26317161,0.00000000,0.73682833,0.00000000,0.00000000
7a4d9ed8,0.92928249,0.00000000,0.07071736,0.00000000,0.00000008
7a470c44,0.84534740,0.00000000,0.15464847,0.00000000,0.00000414
7a502018,0.00000002,0.00000000,0.00000000,0.00000000,1.00000000
7a4832ae,0.00000017,0.00000000,0.00000001,0.00000000,0.99999976
7a467680,0.71428406,0.00000000,0.28571594,0.00000000,0.00000000
7a466b40,0.54012614,0.00000000,0.45987383,0.00000000,0.00000000
7a4fa750,0.89494854,0.00000000,0.10266151,0.00000000,0.00238983
7a4f3356,0.75142735,0.00000000,0.24857266,0.00000000,0.00000000
7a4fc15e,0.82191795,0.00000000,0.17808206,0.00000000,0.00000000
7a5020ea,0.00206612,0.00000000,0.00032086,0.00000000,0.99761307
7a45e4e0,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49c538,0.51263732,0.00000000,0.48736271,0.00000000,0.00000000
7a4c321e,0.00000007,0.00000000,0.00000000,0.00000000,0.99999988
7a4a69f2,0.67974299,0.00000000,0.11949850,0.00000000,0.20075850
7a49a30a,0.76837492,0.00000000,0.23162510,0.00000000,0.00000000
7a4accbc,0.91482252,0.00000000,0.08517748,0.00000000,0.00000000
7a49f454,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4be890,0.77194023,0.00000000,0.22805978,0.00000000,0.00000000
7a4d0bc6,0.85615110,0.00000000,0.14384885,0.00000000,0.00000000
7a486c88,0.90839726,0.00000000,0.09160279,0.00000000,0.00000000
7a4a4684,0.91380674,0.00000000,0.08618704,0.00000000,0.00000618
7a47945c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a47899e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4e7024,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49cbd2,0.86512703,0.00000000,0.13487291,0.00000000,0.00000008
7a496f16,0.86999440,0.00000000,0.13000359,0.00000000,0.00000196
7a507fc2,0.96784335,0.00000000,0.03215670,0.00000000,0.00000000
7a4d23a4,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c28aa,0.46720454,0.00000000,0.53279549,0.00000000,0.00000000
7a500a06,0.66753381,0.00000000,0.33246616,0.00000000,0.00000000
7a4dd27c,0.85944641,0.00000000,0.14055361,0.00000000,0.00000000
7a4cd976,0.00001522,0.00000000,0.00000099,0.00000000,0.99998379
7a50a93e,0.47091910,0.00000000,0.52908093,0.00000000,0.00000000
7a485a18,0.95321041,0.00000000,0.04678957,0.00000000,0.00000000
7a4b0e66,0.47598019,0.00000000,0.52401984,0.00000000,0.00000000
7a483e5c,0.92440832,0.00000000,0.06297112,0.00000000,0.01262051
7a457780,0.79649419,0.00000000,0.20350589,0.00000000,0.00000000
7a48d90c,0.00000046,0.00000000,0.00000003,0.00000000,0.99999952
7a509818,0.56402153,0.00000000,0.43597841,0.00000000,0.00000000
7a4b0290,0.83036536,0.00000000,0.16963466,0.00000000,0.00000000
7a4b680c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4a6722,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ceccc,0.86238611,0.00000000,0.13761394,0.00000000,0.00000000
7a51aeba,0.72506952,0.00000000,0.27493042,0.00000000,0.00000000
7a4d0202,0.88332492,0.00000000,0.11667514,0.00000000,0.00000000
7a4ec0c4,0.94980162,0.00000000,0.05019842,0.00000000,0.00000000
7a485aea,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a50da6c,0.79996413,0.00000000,0.20003586,0.00000000,0.00000000
7a4fdf5e,0.13960543,0.00000000,0.01888345,0.00000000,0.84151113
7a4bdb7a,0.00009787,0.00000000,0.00000895,0.00000000,0.99989319
7a513f34,0.97662568,0.00000000,0.02322902,0.00000000,0.00014534
7a4a2550,0.30271146,0.00000000,0.69728857,0.00000000,0.00000000
7a4d40aa,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4d304c,0.83226717,0.00000000,0.06826663,0.00000000,0.09946614
7a49b80e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4bf394,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c4ef2,0.79156065,0.00000000,0.20843939,0.00000000,0.00000000
7a4ae986,0.68315864,0.00000000,0.31684139,0.00000000,0.00000000
7a4c7936,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c4ba0,0.93747091,0.00000000,0.05295592,0.00000000,0.00957317
7a49bf7a,0.89874363,0.00000000,0.10125639,0.00000000,0.00000002
7a4aae94,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51ae56,0.48541099,0.00000000,0.51458895,0.00000000,0.00000000
7a4c993e,0.84821957,0.00000000,0.08896825,0.00000000,0.06281227
7a4d30b0,0.95765787,0.00000000,0.03542687,0.00000000,0.00691518
7a46a74a,0.74154830,0.00000000,0.25845170,0.00000000,0.00000000
7a4b9bec,0.00000103,0.00000000,0.00000018,0.00000000,0.99999881
7a4b248c,0.86996341,0.00000000,0.13003667,0.00000000,0.00000000
7a4671f8,0.28108019,0.00000000,0.71891981,0.00000000,0.00000000
7a48bd64,0.70648324,0.00000000,0.29351681,0.00000000,0.00000000
7a49ea18,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4899ba,0.35513690,0.00000000,0.64486313,0.00000000,0.00000000
7a49059e,0.88179237,0.00000000,0.11820764,0.00000000,0.00000000
7a498aa0,0.00000436,0.00000000,0.00000037,0.00000000,0.99999523
7a4bfcfe,0.86169565,0.00000000,0.07050923,0.00000000,0.06779513
7a49de60,0.40902904,0.00000000,0.59097105,0.00000000,0.00000000
7a4627f2,0.86793298,0.00000000,0.13206704,0.00000000,0.00000000
7a47046a,0.47541031,0.00000000,0.52458972,0.00000000,0.00000000
7a4774cc,0.75599188,0.00000000,0.24400818,0.00000000,0.00000000
7a4c6d60,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a483ec0,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4fb2b8,0.38209370,0.00000000,0.61790627,0.00000000,0.00000000
7a4c4542,0.93309259,0.00000000,0.06670213,0.00000000,0.00020521
7a5103ca,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4e5f76,0.57703179,0.00000000,0.42296824,0.00000000,0.00000000
7a46f9b6,0.00010918,0.00000000,0.00000243,0.00000000,0.99988842
7a48833a,0.79462290,0.00000000,0.20537713,0.00000000,0.00000000
7a4975a6,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a48147c,0.93871206,0.00000000,0.06128782,0.00000000,0.00000010
7a4f01d8,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4be138,0.00316306,0.00000000,0.00007987,0.00000000,0.99675709
7a4fe508,0.60267282,0.00000000,0.39732713,0.00000000,0.00000000
7a4e1dfe,0.63635314,0.00000000,0.36364692,0.00000000,0.00000000
7a4cf636,0.94252825,0.00000000,0.05747179,0.00000000,0.00000000
7a45a6b0,0.73013508,0.00000000,0.26986495,0.00000000,0.00000000
7a46509c,0.63090885,0.00000000,0.36909121,0.00000000,0.00000000
7a47aed8,0.60243988,0.00000000,0.39756009,0.00000000,0.00000000
7a50c11c,0.84934741,0.00000000,0.15065254,0.00000000,0.00000002
7a4e283a,0.61457473,0.00000000,0.38542527,0.00000000,0.00000000
7a4d0e3c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c0730,0.00227147,0.00000000,0.00036609,0.00000000,0.99736243
7a49fc88,0.88477057,0.00000000,0.10828982,0.00000000,0.00693955
7a4961e2,0.96899766,0.00000000,0.02981374,0.00000000,0.00118859
7a4807c0,0.79150909,0.00000000,0.05420710,0.00000000,0.15428388
7a4b11b8,0.85889345,0.00000000,0.14110656,0.00000000,0.00000000
7a4fe5da,0.72689837,0.00000000,0.27310160,0.00000000,0.00000000
7a4da496,0.00004726,0.00000000,0.00000376,0.00000000,0.99994898
7a455156,0.00007621,0.00000000,0.00000865,0.00000000,0.99991512
7a4a7c3a,0.83099848,0.00000000,0.16900156,0.00000000,0.00000000
7a48f6b2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4d18a0,0.77855986,0.00000000,0.22144012,0.00000000,0.00000000
7a5050d8,0.96541113,0.00000000,0.02887465,0.00000000,0.00571424
7a50f7e0,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4f91d4,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49edce,0.96584398,0.00000000,0.03414923,0.00000000,0.00000681
7a47857a,0.74064797,0.00000000,0.25935200,0.00000000,0.00000000
7a4e6660,0.77497816,0.00000000,0.22502105,0.00000000,0.00000076
7a4b4584,0.60066062,0.00000000,0.39933941,0.00000000,0.00000000
7a4bf182,0.78520310,0.00000000,0.21479692,0.00000000,0.00000000
7a4e81f4,0.78328216,0.00000000,0.21671782,0.00000000,0.00000001
7a4f0d18,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a50f290,0.53214210,0.00000000,0.13171993,0.00000000,0.33613801
7a46dd8c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4fddc4,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a50fb28,0.02160581,0.00000000,0.00061216,0.00000000,0.97778201
7a503fe4,0.00033623,0.00000000,0.00002680,0.00000000,0.99963701
7a514cb8,0.00010956,0.00000000,0.00000816,0.00000000,0.99988222
7a4f0dea,0.00100096,0.00000000,0.00005063,0.00000000,0.99894840
7a47a7bc,0.00527203,0.00000000,0.00004777,0.00000000,0.99468023
7a50fe66,0.82289183,0.00000000,0.17710815,0.00000000,0.00000000
7a50ab3c,0.86651325,0.00000000,0.13348667,0.00000000,0.00000007
7a4e7542,0.91436064,0.00000000,0.08563936,0.00000000,0.00000000
7a46601e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4b8396,0.88380361,0.00000000,0.11619634,0.00000000,0.00000005
7a49f68e,0.87882566,0.00000000,0.03437501,0.00000000,0.08679937
7a4958e6,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a504872,0.64555293,0.00000000,0.35444701,0.00000000,0.00000000
7a4cbab8,0.13139655,0.00000000,0.01231313,0.00000000,0.85629034
7a4f9dfa,0.70742685,0.00000000,0.29257321,0.00000000,0.00000000
7a4da6a8,0.91098940,0.00000000,0.08901066,0.00000000,0.00000000
7a4660f0,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ccee0,0.87550706,0.00000000,0.12449297,0.00000000,0.00000000
7a4bc978,0.89937478,0.00000000,0.10017298,0.00000000,0.00045224
7a458a86,0.80552161,0.00000000,0.12144774,0.00000000,0.07303058
7a4a8b12,0.46976349,0.00000000,0.53023648,0.00000000,0.00000000
7a499004,0.81861448,0.00000000,0.18138552,0.00000000,0.00000000
7a51b554,0.78854251,0.00000000,0.21145755,0.00000000,0.00000000
7a4c5c80,0.96796888,0.00000000,0.03203109,0.00000000,0.00000000
7a4c4998,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4dbdb4,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4d7962,0.75578350,0.00000000,0.24421653,0.00000000,0.00000000
7a4bd756,0.82879269,0.00000000,0.16788816,0.00000000,0.00331919
7a4c0532,0.92243367,0.00000000,0.07756267,0.00000000,0.00000366
7a5087e2,0.53759146,0.00000000,0.46240857,0.00000000,0.00000000
7a48110c,0.00000001,0.00000000,0.00000000,0.00000000,1.00000000
7a47df5c,0.79594940,0.00000000,0.20405053,0.00000000,0.00000000
7a4ad8a6,0.95328599,0.00000000,0.03507838,0.00000000,0.01163569
7a4fd414,0.91639644,0.00000000,0.08360352,0.00000000,0.00000000
7a44f67a,0.88074255,0.00000000,0.11925740,0.00000000,0.00000000
7a4964c6,0.91226113,0.00000000,0.08773226,0.00000000,0.00000667
7a4fa2dc,0.86036271,0.00000000,0.13963728,0.00000000,0.00000000
7a4977b8,0.24708305,0.00000000,0.01642158,0.00000000,0.73649532
7a4c1162,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51274c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a495602,0.89039922,0.00000000,0.10960075,0.00000000,0.00000004
7a4e1a48,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c7e9a,0.79984689,0.00000000,0.20015308,0.00000000,0.00000000
7a4bb33e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4b07d6,0.67957592,0.00000000,0.32042411,0.00000000,0.00000000
7a4dd920,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49d0b4,0.94662368,0.00000000,0.05337634,0.00000000,0.00000000
7a45ae62,0.80379903,0.00000000,0.19620100,0.00000000,0.00000000
7a464016,0.83730632,0.00000000,0.16269365,0.00000000,0.00000000
7a4cfb7c,0.73573655,0.00000000,0.26426339,0.00000000,0.00000000
7a4fce06,0.02243841,0.00000000,0.00188058,0.00000000,0.97568107
7a4e60ac,0.80602610,0.00000000,0.19397387,0.00000000,0.00000000
7a4d91cc,0.93303096,0.00000000,0.06696899,0.00000000,0.00000000
7a45485a,0.78182840,0.00000000,0.07604407,0.00000000,0.14212757
7a4ec3e4,0.79307842,0.00000000,0.20692159,0.00000000,0.00000000
7a4f1812,0.00362600,0.00000000,0.00009289,0.00000000,0.99628109
7a4ed460,0.76321507,0.00000000,0.23678501,0.00000000,0.00000000
7a46b1fe,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c3a34,0.77400964,0.00000000,0.22598982,0.00000000,0.00000055
7a4978ee,0.70346040,0.00000000,0.29653966,0.00000000,0.00000000
7a4bf948,0.83341676,0.00000000,0.16658324,0.00000000,0.00000000
7a501abe,0.00007017,0.00000000,0.00000478,0.00000000,0.99992502
7a494dd8,0.41675031,0.00000000,0.58324975,0.00000000,0.00000000
7a4f68f8,0.74414700,0.00000000,0.25584152,0.00000000,0.00001145
7a46c554,0.35771355,0.00000000,0.64096749,0.00000000,0.00131898
7a4e466c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a509b56,0.88312030,0.00000000,0.11687973,0.00000000,0.00000000
7a509e30,0.92527378,0.00000000,0.07472625,0.00000000,0.00000000
